rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
133,0anWq8zX8Hz4jTKmdunfjq,Peer Tasi,לאט לאט לאט,Peer Tasi LTD under exclusive license to D-Music,53,162,25,46787,06/07/2023,0.781,0.457,0.638,118.022,-9.222,0.507,0,0.036,0.166
134,3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,99,142,58,46672,06/07/2023,0.429,0.661,0.285,173.372,-7.227,0.0024,0.0001,0.0281,0.234
135,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,9,146,180,46613,06/07/2023,0.548,0.816,0.557,95.39,-4.209,0.122,0,0.0465,0.335
136,54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,47,105,53,46455,06/07/2023,0.772,0.75,0.587,114.061,-3.67,0.0201,0,0.0455,0.074
137,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,91,131,156,46375,06/07/2023,0.664,0.705,0.477,122.016,-4.972,0.0654,0,0.0382,0.118
138,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,92,123,39,46096,06/07/2023,0.5,0.71,0.419,89.929,-3.015,0.19,0.0003,0.0339,0.269
139,0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,4,125,41,46051,06/07/2023,0.719,0.454,0.224,131.007,-7.384,0.0138,0,0.0707,0.318
140,7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,66,132,11,46037,06/07/2023,0.558,0.559,0.62,78.558,-9.222,0.371,0,0.0959,0.109
141,5nhdL0kvFVnRLIuygOcfQ9,Yossi Shitrit,מחשבות,Unicell,94,165,42,45934,06/07/2023,0.61,0.582,0.19,132.07,-5.409,0.293,0,0.0327,0.122
142,4P7y9RBfnunq0BtGI5N8Ih,Agam Buhbut,אהובי,2023 Gaga Management by PIL ltd,142,-1,1,45914,06/07/2023,0.826,0.688,0.725,139.97,-5.597,0.22,0.0031,0.0534,0.139
143,3cmplhlwMZyQbuTHThyGe7,Idan Rafael Haviv,מחכה,NMC United Entertainment Ltd.,51,-1,70,45619,06/07/2023,0.514,0.888,0.517,132.973,-4.502,0.0717,0,0.0278,0.183
144,6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,133,123,45526,06/07/2023,0.773,0.538,0.676,127.967,-6.298,0.541,0,0.036,0.188
145,2gK92y6pVz6ygq8Fc7N2xL,Shlomo Artzi,תתארו לכם,Hed Arzi Ltd.,50,144,273,45269,06/07/2023,0.53,0.573,0.575,91.115,-8.276,0.794,0,0.0338,0.122
146,4D5BAc9GN5Q8r5LVO7mxBI,Eden Hason,שוב,Mobile1 Music,31,128,19,45222,06/07/2023,0.559,0.495,0.321,94.948,-8.442,0.84,0,0.038,0.203
147,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,33,150,138,45222,06/07/2023,0.612,0.807,0.398,124.053,-2.81,0.0495,0.0177,0.0336,0.101
148,2gpNRdJs3Sy5GI1G7pTgbZ,"Odeya, Noa Kirel",מאמי,Helicon Aroma Music Ltd.,5,124,29,45127,06/07/2023,0.872,0.83,0.776,113.969,-2.814,0.431,0,0.0672,0.247
149,1ttOlVyZvmnozD2muIxulw,Eviatar Banai,עד מחר,Hed Arzi Ltd.,42,161,276,44961,06/07/2023,0.331,0.557,0.27,163.164,-7.167,0.631,0.0175,0.0292,0.143
150,7jdvibTKMCbIP2B77ayD8Q,"דיג'יי אונלי, Talisman, Omri Sabach",עד המדבר,Mobile1 Music,62,173,39,44924,06/07/2023,0.659,0.876,0.563,104.981,-3.976,0.462,0,0.0725,0.0787
151,1hTth4TFnHWYWiXglQ6bN2,Omer Adam,רחוק מכולם,P.A.I Ltd.,1,141,116,44793,06/07/2023,0.804,0.492,0.856,120.063,-6.609,0.674,0,0.0511,0.0923
152,0WS3pHso7moPHG8W2pbqPB,"Ravid Plotnik, ניר דנן",קפה וסיגריה,NaNa Disc,87,200,38,44661,06/07/2023,0.634,0.699,0.313,82.036,-5.085,0.0694,0,0.0895,0.209
153,3ez2Vwn4Dd8UmPxviNalrn,"Tuna, Noga Erez, ROUSSO",עומס לב & Views,NaNa Disc,28,135,39,44616,06/07/2023,0.644,0.578,0.516,91.914,-7.036,0.187,0,0.0407,0.108
154,3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,115,48,44409,06/07/2023,0.776,0.817,0.965,99.993,-6.216,0.228,0,0.0841,0.0616
155,3fCS3m3uWUgAFm3purs15C,Anna Zak,לך לישון,ITModels under exclusive license to D-Music,1,176,68,44397,06/07/2023,0.769,0.651,0.548,116.98,-8.138,0.0245,0,0.0422,0.323
156,5UTASY1feroQggKyga3HvI,"Ravid Plotnik, Tuna",בור ועם הארץ,NaNa Disc,46,147,8,44237,06/07/2023,0.584,0.826,0.63,72.959,-5.431,0.06,0,0.221,0.123
157,1iqFD52dqVgLGJq74we3RW,Hanan Ben Ari,אמן על הילדים,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,16,148,135,44154,06/07/2023,0.398,0.37,0.237,104.949,-12.147,0.307,0,0.0621,0.338
158,6DNfX5wKJklQeVVfqKZASC,Full Trunk,עוד יום,NaNa Disc,35,153,67,44072,06/07/2023,0.807,0.719,0.676,120.054,-6.437,0.212,0,0.0583,0.0697
159,2ICsg0MAobTLg4VVjW2iE5,Osher Cohen,אהובי לב אדום,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,35,160,59,43709,06/07/2023,0.745,0.649,0.627,127.979,-6.24,0.201,0,0.0417,0.206
160,0taqIIB89cQQoiA8ZDukWf,Osher Cohen,מקבל על עצמי,Helicon Aroma Music LTD / P.A.I LTD,23,174,65,43689,06/07/2023,0.709,0.514,0.532,95.979,-8.224,0.711,0,0.0446,0.153
161,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,81,154,43,43685,06/07/2023,0.679,0.587,0.486,186.003,-7.015,0.141,0,0.276,0.137
162,1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,162,177,5,43391,06/07/2023,0.76,0.703,0.57,95.997,-5.412,0.103,0,0.054,0.0913
163,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,99,179,89,43095,06/07/2023,0.691,0.631,0.8,92.004,-6.478,0.0483,0,0.0368,0.104
164,77KWLGuKJTk5OtE0mmQ7KT,Daniel Salomon,רבות הדרכים,Hed Arzi Ltd.,132,159,5,42797,06/07/2023,0.534,0.276,0.0644,67.022,-9.305,0.642,0,0.0269,0.108
165,22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,141,158,34,42750,06/07/2023,0.633,0.927,0.88,146.097,-4.468,0.0267,0,0.0839,0.0986
166,68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,115,167,62,42734,06/07/2023,0.69,0.521,0.494,100.028,-8.492,0.324,0,0.339,0.0534
167,391yrqiYT61ICI46vuIU2M,Jasmin Moallem,אין עולם,Helicon Music,74,139,5,42417,06/07/2023,0.459,0.579,0.456,90.527,-6.871,0.423,0.0006,0.144,0.209
168,0cnXDZGevuZ5kj2nbVzPyu,Maor Cohen,לילה עיר,NaNa Disc,100,149,35,42311,06/07/2023,0.365,0.634,0.271,82.877,-5.667,0.637,0,0.0257,0.118
169,3qWDOGP2SBMLQ3nzMIkNbz,Nathan Goshen,שני ילדים בעולם,Nathan Goshen under exclusive license to D-Music,14,-1,112,42120,06/07/2023,0.406,0.354,0.479,119.706,-9.343,0.52,0,0.0355,0.116
170,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,70,170,76,42030,06/07/2023,0.52,0.852,0.234,140.267,-5.866,0.0024,0.0001,0.0543,0.0733
171,4ASfFTCr9NGAQKEjMx5BgE,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,175,39,41783,06/07/2023,0.641,0.591,0.309,93.048,-7.927,0.396,0,0.107,0.14
172,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,Columbia/Legacy,172,184,4,41750,06/07/2023,0.527,0.415,0.515,78.169,-11.451,0.457,0,0.122,0.117
173,6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,122,72,41667,06/07/2023,0.597,0.427,0.642,93.031,-9.886,0.102,0.0024,0.0266,0.675
174,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,3,145,125,41605,06/07/2023,0.761,0.525,0.531,80.87,-6.9,0.44,0,0.0944,0.0921
175,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,100,172,140,41452,06/07/2023,0.548,0.532,0.405,85.03,-7.596,0.186,0.0003,0.0323,0.217
176,2A9yj46qweEVrsvnvntEa5,Zikney Tzfat,רק אל תלכי,NaNa Disc,81,188,30,41405,06/07/2023,0.686,0.621,0.561,128.802,-8.112,0.103,0,0.0319,0.122
177,0tx3OWVFMJ5GgrGa9QGFaQ,"Girafot, אלמוג",יש לי חור בלב בצורה שלך,Universal Music Israel Distributed Labels,47,-1,127,40957,06/07/2023,0.641,0.617,0.823,94.004,-7.427,0.0156,0,0.0272,0.0952
178,0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,3,151,111,40830,06/07/2023,0.755,0.522,0.925,89.96,-4.368,0.533,0,0.0575,0.0685
179,4858nvAGVQXWaNG2VXRCFP,"Doli & Penn, Idan Raichel",להאמין,Dolev Ram & Penn Hazut / Helicon Ltd. under exclusive license to D-Music,58,168,51,40772,06/07/2023,0.607,0.376,0.395,120.137,-10.33,0.4,0,0.0321,0.124
180,3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,46,185,112,40528,06/07/2023,0.566,0.664,0.437,128.945,-5.303,0.634,0,0.0464,0.116
181,6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,180,87,40506,06/07/2023,0.785,0.501,0.126,101.93,-8.358,0.33,0,0.0616,0.12
182,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,23,166,271,40322,06/07/2023,0.776,0.78,0.666,124.949,-4.374,0.0622,0,0.128,0.081
183,7vn9SIc4NraLuIMzUeCK2o,Yuval Dayan,שרק תחייך,A.M Productions LTD,4,171,149,40276,06/07/2023,0.36,0.317,0.278,178.236,-9.483,0.827,0,0.034,0.101
184,4j6zwZXmowzteSNjeqq1np,Eden Hason,איך את אוהבת,Mobile1 Music,6,-1,98,40022,06/07/2023,0.75,0.703,0.537,108.021,-5.105,0.186,0,0.0433,0.152
185,2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,129,186,10,39985,06/07/2023,0.716,0.531,0.344,71.994,-7.355,0.0703,0,0.122,0.224
186,2FMwWEcq2uWnc6ILvodlta,"Dudu Tassa, Roni Alter",מעליות,Hed Arzi Ltd.,97,-1,178,39797,06/07/2023,0.607,0.333,0.416,143.304,-8.303,0.721,0,0.0307,0.0896
187,6zJejIfVYLgjud3lTk4DLB,Rosa Linn,SNAP,Nvak Collective,20,169,50,39795,06/07/2023,0.565,0.636,0.525,170.01,-8.198,0.107,0,0.0638,0.447
188,4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,188,-1,1,39659,06/07/2023,0.847,0.622,0.22,130.001,-6.747,0.119,0,0.0903,0.285
189,0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,68,140,10,39546,06/07/2023,0.601,0.271,0.411,145.494,-8.688,0.937,0,0.0403,0.144
190,4y4CClBoVYR9rXmeL5oK9c,"Ravid Plotnik, Avishai Cohen",לי ולה,NaNa Disc,99,191,14,39415,06/07/2023,0.543,0.746,0.65,84.994,-6.968,0.385,0,0.0535,0.173
191,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,EMI Catalogue,85,197,127,39379,06/07/2023,0.557,0.54,0.394,129.177,-10.484,0.0339,0.0025,0.0347,0.179
192,691Tx41oL0SPUv0kUAVmmn,Benaia Barabi,מישהו איתי כאן,NMC United Entertainment Ltd.,24,181,265,39298,06/07/2023,0.69,0.649,0.483,99.984,-5.973,0.631,0,0.03,0.144
193,71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,-1,146,38991,06/07/2023,0.616,0.377,0.375,73.974,-7.988,0.42,0,0.0279,0.0996
194,14E0fPijhRbA3mY0Tq96VP,Ravid Plotnik,שווארמה,NaNa Disc,23,-1,34,38974,06/07/2023,0.344,0.422,0.522,73.021,-10.245,0.36,0,0.0495,0.456
195,5aDaDlIrhFeXUPcBqxGisR,Omer Adam,אחרי כל השנים,P.A.I LTD,115,195,45,38833,06/07/2023,0.573,0.387,0.661,133.528,-6.205,0.736,0,0.0408,0.117
196,2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,85,194,41,38615,06/07/2023,0.586,0.525,0.508,133.629,-7.163,0.111,0,0.0615,0.134
197,7tPq06JPk6t0Kk9ptZ6Cia,Mergui,סגול בהיר,Mobile1 Music,54,-1,67,38529,06/07/2023,0.411,0.207,0.139,130.459,-10.126,0.687,0,0.0337,0.181
198,26b3oVLrRUaaybJulow9kz,Libianca,People,5K Records Limited,127,155,16,38525,06/07/2023,0.573,0.422,0.693,124.357,-7.621,0.551,0,0.0678,0.102
199,4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,182,157,38373,06/07/2023,0.697,0.777,0.555,103.996,-3.472,0.0107,0,0.0834,0.097
200,4bm2aZg3iiqMjO3MIiyhAo,"Chen Aharoni, אסתי גינזבורג",נשימה,Mobile1 Music,73,-1,25,38365,06/07/2023,0.646,0.723,0.751,136,-6.308,0.0408,0,0.0301,0.284
1,0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,2,8,288780,13/07/2023,0.607,0.468,0.516,74.996,-8.711,0.164,0,0.039,0.122
2,3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,1,11,273048,13/07/2023,0.878,0.553,0.354,138.012,-8.424,0.53,0.0002,0.374,0.14
3,3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,3,21,259282,13/07/2023,0.857,0.621,0.615,108.966,-6.86,0.117,0,0.203,0.0975
4,2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,4,6,242331,13/07/2023,0.825,0.683,0.648,127.961,-6.864,0.126,0,0.0479,0.0662
5,34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,5,5,5,204916,13/07/2023,0.462,0.427,0.733,126.799,-10.983,0.618,0,0.0627,0.105
6,4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,5,7,6,186634,13/07/2023,0.877,0.356,0.492,126.04,-8.89,0.202,0,0.0543,0.103
7,75sIATEdqHxN7jfNsRCwGl,"עידו בן דב, ערן יוסף, שגב",ברולטה,Mobile1 Music,6,6,5,176188,13/07/2023,0.807,0.877,0.638,126.017,-4.495,0.0344,0.0006,0.0546,0.0683
8,3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,7,11,5,160470,13/07/2023,0.701,0.629,0.34,125.965,-9.208,0.326,0,0.05,0.179
9,1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,10,33,156538,13/07/2023,0.69,0.704,0.537,124.021,-6.265,0.191,0,0.0428,0.101
10,4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,8,32,154456,13/07/2023,0.616,0.4,0.335,140.27,-11.169,0.193,0.0009,0.0327,0.102
11,3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,9,2,152258,13/07/2023,0.484,0.53,0.319,136.874,-5.82,0.148,0,0.054,0.283
12,6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,12,13,16,149517,13/07/2023,0.723,0.741,0.556,100.012,-6.608,0.0594,0,0.0332,0.0963
13,6dUregFbvUNqHP5nphqesK,"Noa Kirel, כאן - תאגיד השידור הישראלי",Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,12,19,143280,13/07/2023,0.681,0.868,0.282,130.126,-5.499,0.0216,0.0002,0.095,0.323
14,60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,15,22,136608,13/07/2023,0.732,0.54,0.349,106.998,-8.727,0.511,0,0.0986,0.431
15,7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,17,56,135381,13/07/2023,0.33,0.768,0.361,156.52,-6.433,0.75,0,0.129,0.963
16,1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,14,82,133974,13/07/2023,0.648,0.776,0.625,92.033,-7.552,0.0096,0,0.0401,0.145
17,16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,21,17,132731,13/07/2023,0.469,0.469,0.405,135.981,-9.823,0.437,0,0.114,0.573
18,4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,18,23,4,130366,13/07/2023,0.85,0.64,0.19,149.973,-8.184,0.304,0.0001,0.106,0.0808
19,6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,16,16,128684,13/07/2023,0.58,0.47,0.381,136.032,-8.913,0.479,0,0.0331,0.0782
20,3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,19,38,126003,13/07/2023,0.761,0.787,0.542,140.093,-6.503,0.134,0.0015,0.249,0.161
21,4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,22,60,123767,13/07/2023,0.552,0.433,0.334,89.329,-9.792,0.777,0,0.068,0.139
22,3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,18,52,123001,13/07/2023,0.714,0.487,0.528,100.009,-7.396,0.562,0,0.0257,0.0895
23,2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,23,30,6,122541,13/07/2023,0.918,0.681,0.706,139.057,-4.705,0.263,0,0.201,0.0615
24,1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,20,12,116730,13/07/2023,0.545,0.779,0.303,150.002,-6.235,0.243,0,0.0751,0.123
25,6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,25,28,6,114130,13/07/2023,0.604,0.423,0.303,104.238,-11.237,0.725,0.0006,0.202,0.108
26,5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,24,30,113185,13/07/2023,0.831,0.786,0.664,91.996,-6.654,0.488,0.0001,0.198,0.133
27,6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,15,27,9,112607,13/07/2023,0.409,0.397,0.178,135.227,-9.592,0.385,0,0.0351,0.137
28,4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,25,26,107974,13/07/2023,0.707,0.681,0.646,117.999,-4.325,0.0632,0,0.0668,0.0322
29,4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,26,14,105253,13/07/2023,0.75,0.658,0.757,155.118,-7.202,0.23,0,0.298,0.0435
30,6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,24,34,22,102030,13/07/2023,0.38,0.636,0.424,86.835,-6.376,0.271,0,0.0504,0.186
31,1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,29,24,101666,13/07/2023,0.522,0.428,0.368,154.088,-7.764,0.797,0,0.0358,0.11
32,6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,31,6,101008,13/07/2023,0.881,0.514,0.621,109.012,-6.671,0.284,0,0.0711,0.117
33,2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,33,32,96942,13/07/2023,0.477,0.308,0.124,125.124,-10.401,0.437,0,0.0361,0.126
34,7Jeh9SPQdyULPmdIqTNo3y,"Tuna, Margalit Tzan'ani",כנפיים - Live,NaNa Disc,25,35,25,95710,13/07/2023,0.42,0.598,0.346,172.909,-10.621,0.388,0,0.329,0.122
35,2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,39,62,94774,13/07/2023,0.671,0.724,0.941,167.998,-8.799,0.588,0,0.0879,0.47
36,5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,37,21,93791,13/07/2023,0.46,0.417,0.286,184.158,-9.757,0.733,0,0.0563,0.12
37,1huEeoVeYDxX6XEF640FfM,Omer Adam,DXB to TLV,P.A.I LTD,15,32,6,93406,13/07/2023,0.706,0.888,0.477,123.056,-7.226,0.106,0.0006,0.0795,0.0982
38,58m9mqwBLliFpIFSYzprSn,Eyal Golan,עטלף עיוור,Liam Productions under exclusive license to D-Music,38,54,2,91762,13/07/2023,0.639,0.286,0.393,133.851,-7.472,0.945,0,0.0397,0.12
39,50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,48,21,91491,13/07/2023,0.682,0.764,0.729,165.063,-6.077,0.0304,0,0.299,0.24
40,4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,23,42,20,90892,13/07/2023,0.8,0.668,0.814,140.032,-5.439,0.196,0.0003,0.0758,0.157
41,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,41,46,88204,13/07/2023,0.561,0.965,0.304,128.04,-3.673,0.0038,0,0.0343,0.371
42,4f15d7Qc81qw4LKMAQhfYz,Omer Adam,יצאה שבת,P.A.I LTD,22,36,6,87280,13/07/2023,0.575,0.487,0.553,77.591,-11.275,0.731,0,0.1,0.0974
43,4C7cg72gU51s1IT4wh7Vp9,Omer Adam,קומה 58,P.A.I LTD,43,47,6,86311,13/07/2023,0.468,0.377,0.247,120.617,-9.086,0.686,0.0003,0.0345,0.131
44,1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,59,84,86310,13/07/2023,0.343,0.331,0.154,173.65,-11.067,0.857,0,0.0421,0.0896
45,1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group,18,50,13,85675,13/07/2023,0.508,0.43,0.324,130.09,-9.475,0.83,0.0004,0.0335,0.093
46,5qbezFG8xCtoyUfOcjHUXv,Omer Adam,אני,P.A.I LTD,1,51,30,85185,13/07/2023,0.733,0.481,0.237,111.778,-9.625,0.376,0,0.0947,0.088
47,5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,40,27,84802,13/07/2023,0.801,0.684,0.68,102.987,-4.262,0.0304,0,0.0409,0.0516
48,2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,49,149,83850,13/07/2023,0.69,0.689,0.584,95.019,-7.37,0.781,0,0.0719,0.084
49,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,56,67,83698,13/07/2023,0.52,0.731,0.662,173.93,-5.338,0.342,0.001,0.0557,0.311
50,3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,38,58,6,83215,13/07/2023,0.667,0.55,0.672,139.952,-7.795,0.766,0,0.0373,0.373
51,7do5HTFZLs7swQHiBe8rQz,"Shahar Saul, Ella Lee, הפשוטע",לחגוג ומגוג,Mobile1 Music,46,46,2,82022,13/07/2023,0.738,0.683,0.547,143.992,-7.986,0.133,0.0018,0.134,0.255
52,5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,52,60,2,81252,13/07/2023,0.612,0.678,0.548,122.977,-8.995,0.448,0.0024,0.107,0.335
53,6ubV4TOnHggG27ygsPxjvR,Osher Cohen,אקורדים בלילות,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,30,53,22,80490,13/07/2023,0.736,0.531,0.77,122.963,-7.799,0.496,0,0.0437,0.543
54,68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,57,142,79950,13/07/2023,0.585,0.394,0.345,84.018,-9.016,0.676,0,0.0321,0.119
55,6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,61,40,79908,13/07/2023,0.292,0.518,0.376,205.16,-6.974,0.372,0,0.0775,0.537
56,5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,3,45,10,78354,13/07/2023,0.718,0.791,0.743,155.082,-5.572,0.0021,0.0029,0.0447,0.111
57,5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,44,48,76890,13/07/2023,0.832,0.647,0.488,102.036,-7.954,0.0588,0.0014,0.0755,0.411
58,1FyfEuRtAFpuItWcuouxkV,Akiva,צעדים,2023 Akiva Turgeman + Or Davidson By PIL LTD,18,52,15,76123,13/07/2023,0.648,0.509,0.329,102.012,-9.559,0.278,0,0.0254,0.155
59,67PF7VLcYEKKF82ziNf9Ur,"Shahar Saul, Agam Buhbut, NOROZ",דובשנייה,Mobile1 Music,2,62,77,71910,13/07/2023,0.77,0.894,0.671,104.993,-4.653,0.318,0.0024,0.218,0.3
