rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
126,1iqFD52dqVgLGJq74we3RW,Hanan Ben Ari,אמן על הילדים,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,16,141,158,53528,14/12/2023,0.398,0.37,0.237,104.949,-12.147,0.307,0,0.0621,0.338
127,4ASfFTCr9NGAQKEjMx5BgE,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,134,59,53225,14/12/2023,0.641,0.591,0.309,93.048,-7.927,0.396,0,0.107,0.14
128,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,99,104,112,53204,14/12/2023,0.691,0.631,0.8,92.004,-6.478,0.0483,0,0.0368,0.104
129,2eq2T5nu5NBvHYKzDatmt3,Berry Sakharof,ככה זה (לאהוב אותך),NaNa Disc,129,195,14,52926,14/12/2023,0.473,0.885,0.437,160.043,-8,0.0177,0.0017,0.0772,0.128
130,0x9UM4GuxnMJUjyuipowmo,Akiva,אל תעזבי ידיים,2021 Akiva Turgeman+Or Davidson BY PIL LTD,23,135,199,52918,14/12/2023,0.605,0.455,0.26,88.079,-7.956,0.739,0,0.0472,0.224
131,6ubV4TOnHggG27ygsPxjvR,Osher Cohen,אקורדים בלילות,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,30,114,44,52739,14/12/2023,0.736,0.531,0.77,122.963,-7.799,0.496,0,0.0437,0.543
132,1LPAIuklAWhEUGQ3nQrcBr,Ori Ben Ari,Lifamim,Mobile1 Music,47,181,66,52574,14/12/2023,0.578,0.497,0.31,140.021,-8.31,0.203,0,0.0355,0.114
133,3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,99,127,81,52486,14/12/2023,0.429,0.661,0.285,173.372,-7.227,0.0024,0.0001,0.0281,0.234
134,5CkagnykIgnpOEorVEHgCF,Ravid Plotnik,בדיוק כמו שאני,NaNa Disc,97,139,13,52388,14/12/2023,0.567,0.278,0.609,82.057,-15.01,0.84,0,0.0857,0.141
135,3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,46,126,135,52239,14/12/2023,0.566,0.664,0.437,128.945,-5.303,0.634,0,0.0464,0.116
136,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,5,131,30,52228,14/12/2023,0.728,0.697,0.87,143.986,-4.125,0.0556,0,0.0456,0.282
137,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,9,132,213,51947,14/12/2023,0.501,0.405,0.446,109.891,-5.679,0.751,0,0.0319,0.105
138,1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,92,49,51937,14/12/2023,0.644,0.735,0.418,88.98,-5.747,0.0521,0.144,0.0391,0.161
139,5SwAqyLNQggJ8ZsH7kDonT,"Dalia Amihud, Kids Choir",מעוז צור,NMC United Entertainment Ltd.,123,-1,3,51733,14/12/2023,0.358,0.309,0.548,201.47,-6.689,0.772,0,0.0389,0.347
140,77k6W05ZwUQ8cp0CeK0iN6,"Tomer Yosef, Ben Hendler",עברתי רק כדי לראות,NaNa Disc,96,169,56,51715,14/12/2023,0.753,0.641,0.739,89.976,-6.388,0.0244,0,0.0366,0.088
141,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,50,138,62,51542,14/12/2023,0.5,0.71,0.419,89.929,-3.015,0.19,0.0003,0.0339,0.269
142,08vuE9ILz25hjgRX4K5tQT,"שירז אברהם, Shlomo Levi",בואי נדבר,Mobile1 Music,142,162,5,51076,14/12/2023,0.585,0.364,0.532,73.818,-8.679,0.906,0,0.0795,0.097
143,7a8B2vmOcJ6btFlBGl2IX9,"Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",ואז את תראי,Dolev Ram & Penn Hazut under exclusive license to D-Music,3,164,124,50824,14/12/2023,0.593,0.479,0.338,111.84,-8.792,0.554,0,0.0353,0.0804
144,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Eminem Catalog PS,94,113,63,50698,14/12/2023,0.908,0.669,0.662,112.238,-2.827,0.0029,0,0.0738,0.237
145,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,121,65,50521,14/12/2023,0.561,0.965,0.304,128.04,-3.673,0.0038,0,0.0343,0.371
146,7tPq06JPk6t0Kk9ptZ6Cia,Mergui,סגול בהיר,Mobile1 Music,54,129,79,50321,14/12/2023,0.411,0.207,0.139,130.459,-10.126,0.687,0,0.0337,0.181
147,1B6qAMPiD7sv3WNI90ELMz,"Jasmin Moallem, Tuna",אור הירח,NaNa Disc,16,166,119,50252,14/12/2023,0.625,0.624,0.394,150.005,-8.391,0.179,0.0001,0.14,0.22
148,4Yw9bTgtRGvRZpQXEWhqcK,"Omer Adam, ShrekDiMC",השמחה / מדברים על שלום,P.A.I LTD,110,110,2,50194,14/12/2023,0.642,0.358,0.351,137.88,-8.88,0.548,0,0.0316,0.291
149,7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,70,142,52,50125,14/12/2023,0.603,0.67,0.446,107.993,-3.882,0.0041,0,0.0249,0.112
150,1XuxoHDc7mFeyhaDcgjYST,Jasmin Moallem,מחילה,Helicon Music,30,133,79,50064,14/12/2023,0.546,0.374,0.206,187.776,-8.108,0.535,0.0001,0.0805,0.112
151,6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,34,136,22,50060,14/12/2023,0.391,0.084,0.111,79.449,-17.843,0.953,0,0.0317,0.0983
152,5CCxCzPB3HMh595Y1MNIm5,Tuna,סחרחורת,Anana Ltd.,32,157,122,49950,14/12/2023,0.602,0.755,0.449,92.88,-4.901,0.0905,0,0.0873,0.68
153,3hay408PSjTAxPn5TPxzyh,Idan Amedi,חלק מהזמן,A.M Music Productions LTD,27,168,296,49838,14/12/2023,0.568,0.455,0.642,68.463,-7.611,0.626,0,0.0309,0.129
154,14E0fPijhRbA3mY0Tq96VP,Ravid Plotnik,שווארמה,NaNa Disc,23,199,38,49825,14/12/2023,0.344,0.422,0.522,73.021,-10.245,0.36,0,0.0495,0.456
155,4C7cg72gU51s1IT4wh7Vp9,Omer Adam,קומה 58,P.A.I LTD,39,150,28,49701,14/12/2023,0.468,0.377,0.247,120.617,-9.086,0.686,0.0003,0.0345,0.131
156,4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,156,158,3,49690,14/12/2023,0.943,0.558,0.606,104.983,-4.911,0.0026,0,0.0568,0.0937
157,1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,88,143,67,49513,14/12/2023,0.486,0.617,0.417,138.015,-7.115,0.0954,0,0.0287,0.109
158,3rKq9QQzb28Klhwh1LK9nn,Amir Dadon,אור גדול,Helicon Music,64,-1,116,49482,14/12/2023,0.468,0.69,0.317,128.026,-4.298,0.281,0,0.0326,0.136
159,5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari,שמש,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,26,153,223,49371,14/12/2023,0.485,0.42,0.113,124.444,-8.801,0.575,0,0.036,0.0907
160,6DNfX5wKJklQeVVfqKZASC,Full Trunk,עוד יום,NaNa Disc,35,179,78,49335,14/12/2023,0.807,0.719,0.676,120.054,-6.437,0.212,0,0.0583,0.0697
161,5xrZpr1va5sIWMb5ndfgQP,Eden Hason,ילדים כאלה,Mobile1 Music,38,174,121,49325,14/12/2023,0.564,0.652,0.449,169.912,-4.856,0.461,0,0.0485,0.116
162,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,91,160,179,49177,14/12/2023,0.664,0.705,0.477,122.016,-4.972,0.0654,0,0.0382,0.118
163,0hlBI8n1v5F2mj0tDIM5ai,LIAD MEIR,שלוק מהבלו,2020 Duda By PIL LTD,39,163,28,49133,14/12/2023,0.921,0.577,0.708,111.947,-7.98,0.51,0,0.293,0.914
164,2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,152,84,49023,14/12/2023,0.671,0.724,0.941,167.998,-8.799,0.588,0,0.0879,0.47
165,5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,129,161,7,49010,14/12/2023,0.673,0.722,0.519,117.187,-3.495,0.0856,0,0.0755,0.137
166,2YSzYUF3jWqb9YP9VXmpjE,"Drake, Yeat",IDGAF (feat. Yeat),OVO/Republic,15,123,10,48740,14/12/2023,0.673,0.672,0.14,136.902,-8.577,0.0466,0.0003,0.224,0.193
167,66KxDVMUHeV3gv4F3KTp2n,Hatikva 6,לחזור הביתה,Helicon Music,66,146,74,48623,14/12/2023,0.548,0.549,0.691,77.927,-10.081,0.276,0,0.0475,0.0974
168,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,100,122,163,48593,14/12/2023,0.548,0.532,0.405,85.03,-7.596,0.186,0.0003,0.0323,0.217
169,1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Eminem Catalog PS,120,140,17,48553,14/12/2023,0.686,0.735,0.0596,171.355,-4.616,0.0092,0.0007,0.264,0.342
170,3AoZ1W11B3gm8vhFSpHDjh,ששון איפרם שאולוב,ביחד איתי,Ariel Shaulov,154,165,8,48468,14/12/2023,0.402,0.449,0.317,153.201,-8.052,0.466,0,0.0392,0.12
171,5RnhWaP5VD3eJN3J0chPmh,"Tuna, Tzlil Danin",בסיבוב,Anana Ltd.,36,145,293,48437,14/12/2023,0.633,0.81,0.665,94.009,-6.819,0.0997,0,0.0486,0.12
172,4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,177,34,48413,14/12/2023,0.75,0.658,0.757,155.118,-7.202,0.23,0,0.298,0.0435
173,71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,187,163,48254,14/12/2023,0.616,0.377,0.375,73.974,-7.988,0.42,0,0.0279,0.0996
174,7n6emXIcaECmkljP1rPlvQ,Amir Dadon,לבחור נכון,Helicon Music,39,190,189,48093,14/12/2023,0.442,0.376,0.166,71.769,-9.08,0.176,0.0002,0.0353,0.112
175,7rNA5Jwu23g7PaXcMwfLdq,Eden Hason,מדליקה לי הכל,Mobile1 Music,7,173,111,47941,14/12/2023,0.681,0.691,0.787,127.002,-5.31,0.397,0,0.0604,0.107
176,2FMwWEcq2uWnc6ILvodlta,"Dudu Tassa, Roni Alter",מעליות,Hed Arzi Ltd.,97,182,188,47606,14/12/2023,0.607,0.333,0.416,143.304,-8.303,0.721,0,0.0307,0.0896
177,3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,140,147,22,47584,14/12/2023,0.545,0.545,0.549,159.94,-7.362,0.667,0.0001,0.107,0.417
178,0f9vK5r3z8jgTX2PK4ZxPF,Eviatar Banai,יפה כלבנה,Hed Arzi Ltd.,103,200,118,47531,14/12/2023,0.485,0.401,0.231,134.04,-9.16,0.493,0,0.0261,0.133
179,6oOmpBInMQ3uOzgfRB4Z71,Chavura,באנו חושך לגרש,NMC United Entertainment Ltd.,108,-1,4,47131,14/12/2023,0.676,0.36,0.593,132.45,-15.708,0.682,0,0.281,0.0628
180,5ROswswUSxvwCkk8CiODGB,Dudu Elharar,חנוכיה לי יש,NMC United Entertainment Ltd.,125,-1,3,47063,14/12/2023,0.852,0.295,0.953,118.814,-12.329,0.885,0,0.172,0.11
181,7o6UDPFWtYrjUZnRvi1dvO,Jane Bordeaux,איך אפשר,Helicon Music,83,151,204,47008,14/12/2023,0.615,0.317,0.362,121.808,-10.619,0.126,0,0.0327,0.1
182,4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,32,167,24,46924,14/12/2023,0.847,0.622,0.22,130.001,-6.747,0.119,0,0.0903,0.285
183,4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,14,154,77,46661,14/12/2023,0.697,0.802,0.822,139.951,-6.412,0.0988,0,0.0456,0.0614
184,3VpqFdoAiNJZW8tqjWPl2E,"Miri Mesika, Mika Moshe",יש לך אותך,Helicon Music,184,-1,1,46165,14/12/2023,0.339,0.453,0.393,83.785,-8.423,0.495,0,0.0332,0.228
185,7vn9SIc4NraLuIMzUeCK2o,Yuval Dayan,שרק תחייך,A.M Productions LTD,4,-1,160,45989,14/12/2023,0.36,0.317,0.278,178.236,-9.483,0.827,0,0.034,0.101
186,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,70,149,96,45962,14/12/2023,0.52,0.852,0.234,140.267,-5.866,0.0024,0.0001,0.0543,0.0733
187,7JoXEwDsbey37yMghVbIub,"Ravid Plotnik, Eviatar Banai",הריני,NaNa Disc,90,176,10,45937,14/12/2023,0.373,0.355,0.194,94.791,-15.455,0.467,0.0023,0.0581,0.272
188,1QP8gp1xtid9iE9L7SzB8e,Ishay Ribo,תוכו רצוף אהבה,2014 Yshy Rivo By PIL LTD,42,156,150,45610,14/12/2023,0.55,0.464,0.316,71.867,-7.032,0.565,0,0.0323,0.221
189,22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,131,180,56,45183,14/12/2023,0.633,0.927,0.88,146.097,-4.468,0.0267,0,0.0839,0.0986
190,5UEnnrjmKyyReW8OY8FuvN,Liran Danino,ללכת,A.M Music Productions LTD,108,-1,60,45148,14/12/2023,0.384,0.643,0.242,161.049,-3.249,0.294,0,0.0299,0.166
191,0I6rh1Fz1zmJZARsxyo7v6,"Gil Vain, Ron Buhnik",צבעים,Gil Vaingarten under exclusive license to D-Music,4,-1,149,44994,14/12/2023,0.728,0.552,0.732,140.068,-8.208,0.803,0,0.0489,0.126
192,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,EMI Catalogue,85,-1,132,44793,14/12/2023,0.557,0.54,0.394,129.177,-10.484,0.0339,0.0025,0.0347,0.179
193,04qYVjQ9bRRpJzz5sm7cEk,Hanan Ben Ari,אם תרצי,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,5,-1,193,44676,14/12/2023,0.669,0.593,0.774,131.043,-9.851,0.355,0,0.0361,0.343
194,0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,149,184,26,44553,14/12/2023,0.453,0.655,0.368,172.012,-4.22,0.0794,0,0.0259,0.0849
195,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,81,198,55,44428,14/12/2023,0.679,0.587,0.486,186.003,-7.015,0.141,0,0.276,0.137
196,68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,115,172,74,44220,14/12/2023,0.69,0.521,0.494,100.028,-8.492,0.324,0,0.339,0.0534
197,2xqMifKIz1qVTElCZPkyRH,Eviatar Banai,לילה כיום יאיר,Hed Arzi Ltd.,171,197,9,44111,14/12/2023,0.555,0.553,0.37,120.069,-6.627,0.406,0,0.0265,0.0969
198,1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),Dreamville/Interscope,198,-1,1,44109,14/12/2023,0.574,0.567,0.526,75.965,-7.126,0.164,0,0.465,0.258
199,0ety2yTiWVKeqQeaed4Spj,"Nathan Goshen, Ishay Ribo",נחכה לך,Nathan Goshen / Tedy Productions under exclusive license to D-Music,2,-1,142,43994,14/12/2023,0.542,0.465,0.464,74.911,-7.736,0.491,0,0.027,0.0737
200,7nMomFVtkNlufbOUqb89ey,Omer Adam,וואי,P.A.I Ltd.,71,-1,5,43975,14/12/2023,0.605,0.497,0.33,144.003,-7.447,0.523,0,0.0347,0.091
1,1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,2,5,430098,21/12/2023,0.884,0.657,0.514,119.967,-5.933,0.568,0.0003,0.0901,0.0766
2,6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,1,6,354408,21/12/2023,0.743,0.519,0.878,144.044,-10.364,0.502,0,0.305,0.219
3,0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,3,19,2,321090,21/12/2023,0.671,0.44,0.308,109.858,-8.386,0.773,0,0.0331,0.342
4,74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,3,3,16,311064,21/12/2023,0.552,0.588,0.507,144.058,-8.669,0.372,0,0.0527,0.168
5,0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,4,18,281126,21/12/2023,0.553,0.48,0.41,126.964,-9.552,0.432,0,0.0301,0.13
6,6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,5,29,250533,21/12/2023,0.604,0.423,0.303,104.238,-11.237,0.725,0.0006,0.202,0.108
7,44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,6,16,236473,21/12/2023,0.42,0.352,0.514,98.69,-8.028,0.788,0,0.0381,0.665
8,34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,7,28,200793,21/12/2023,0.462,0.427,0.733,126.799,-10.983,0.618,0,0.0627,0.105
9,1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,8,107,174454,21/12/2023,0.343,0.331,0.154,173.65,-11.067,0.857,0,0.0421,0.0896
10,3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,10,16,9,173184,21/12/2023,0.383,0.551,0.397,149.738,-7.724,0.359,0,0.117,0.135
11,0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,12,31,168513,21/12/2023,0.607,0.468,0.516,74.996,-8.711,0.164,0,0.039,0.122
12,4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,10,19,163168,21/12/2023,0.725,0.633,0.571,140.069,-6.421,0.436,0,0.0465,0.0931
13,3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,13,17,10,151058,21/12/2023,0.522,0.405,0.619,143.676,-9.405,0.732,0,0.0466,0.297
14,3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,11,28,149707,21/12/2023,0.701,0.629,0.34,125.965,-9.208,0.326,0,0.05,0.179
15,0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,15,7,142592,21/12/2023,0.469,0.227,0.207,118.707,-10.004,0.743,0,0.0354,0.1
16,5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,9,9,139512,21/12/2023,0.66,0.582,0.479,105.036,-9.52,0.67,0,0.0331,0.166
17,2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,6,14,9,138251,21/12/2023,0.656,0.436,0.225,140.183,-12.478,0.608,0,0.113,0.107
18,1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,13,105,134270,21/12/2023,0.648,0.776,0.625,92.033,-7.552,0.0096,0,0.0401,0.145
19,3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,21,14,121357,21/12/2023,0.441,0.273,0.267,138.343,-12.426,0.577,0,0.0393,0.0653
20,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,20,14,121200,21/12/2023,0.75,0.733,0.844,111.018,-3.18,0.256,0,0.0319,0.114
21,7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,23,79,120072,21/12/2023,0.33,0.768,0.361,156.52,-6.433,0.75,0,0.129,0.963
22,4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,18,83,116404,21/12/2023,0.552,0.433,0.334,89.329,-9.792,0.777,0,0.068,0.139
23,3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,22,34,113988,21/12/2023,0.878,0.553,0.354,138.012,-8.424,0.53,0.0002,0.374,0.14
24,2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,28,17,113090,21/12/2023,0.636,0.416,0.518,87.914,-8.602,0.871,0,0.042,0.0896
25,68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,26,165,108856,21/12/2023,0.585,0.394,0.345,84.018,-9.016,0.676,0,0.0321,0.119
26,60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,24,45,104918,21/12/2023,0.732,0.54,0.349,106.998,-8.727,0.511,0,0.0986,0.431
27,1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,36,47,104528,21/12/2023,0.522,0.428,0.368,154.088,-7.764,0.797,0,0.0358,0.11
28,4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,25,55,102070,21/12/2023,0.616,0.4,0.335,140.27,-11.169,0.193,0.0009,0.0327,0.102
29,4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,29,27,100110,21/12/2023,0.85,0.64,0.19,149.973,-8.184,0.304,0.0001,0.106,0.0808
30,6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,34,32,98818,21/12/2023,0.409,0.397,0.178,135.227,-9.592,0.385,0,0.0351,0.137
31,3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,27,182,98481,21/12/2023,0.651,0.645,0.307,129.931,-6.173,0.47,0,0.0624,0.2
32,6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,30,63,98278,21/12/2023,0.292,0.518,0.376,205.16,-6.974,0.372,0,0.0775,0.537
33,0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,25,32,87,95988,21/12/2023,0.335,0.331,0.187,136.164,-10.124,0.563,0,0.0349,0.161
34,7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,39,19,95774,21/12/2023,0.409,0.453,0.154,103.094,-8.051,0.233,0,0.0364,0.211
35,1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,26,33,206,93243,21/12/2023,0.511,0.396,0.197,111.506,-13.945,0.184,0.51,0.0389,0.68
36,5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,38,16,92755,21/12/2023,0.628,0.523,0.416,169.982,-8.307,0.701,0.0027,0.0946,0.219
37,3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,31,75,92725,21/12/2023,0.714,0.487,0.528,100.009,-7.396,0.562,0,0.0257,0.0895
38,3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,37,44,90829,21/12/2023,0.857,0.621,0.615,108.966,-6.86,0.117,0,0.203,0.0975
39,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,32,41,76,89821,21/12/2023,0.464,0.417,0.479,67.528,-9.345,0.136,0.022,0.0256,0.0974
40,6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,42,29,89699,21/12/2023,0.881,0.514,0.621,109.012,-6.671,0.284,0,0.0711,0.117
41,1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,48,25,86092,21/12/2023,0.484,0.53,0.323,136.848,-5.821,0.154,0,0.0538,0.263
42,6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,40,39,84074,21/12/2023,0.723,0.741,0.556,100.012,-6.608,0.0594,0,0.0332,0.0963
43,1f6O2TPzZQhW1Ky2iGYb5X,Hanan Ben Ari,מולדת,Hanan Ben Ari under exclusive license to D-Music,18,35,10,84066,21/12/2023,0.564,0.287,0.424,117.671,-10.938,0.832,0,0.0356,0.298
44,4ZGe1hugAeejCOd7TWGiz0,Inbal Bibi,אף פעם לא לבד,Universal Music Israel,34,43,18,82003,21/12/2023,0.433,0.472,0.48,83.262,-5.389,0.558,0,0.0424,0.308
45,3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,47,171,81579,21/12/2023,0.565,0.59,0.272,108.111,-5.73,0.402,0,0.0838,0.265
46,2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,45,172,81447,21/12/2023,0.69,0.689,0.584,95.019,-7.37,0.781,0,0.0719,0.084
47,5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,44,44,81438,21/12/2023,0.46,0.417,0.286,184.158,-9.757,0.733,0,0.0563,0.12
48,3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,37,51,29,80749,21/12/2023,0.667,0.55,0.672,139.952,-7.795,0.766,0,0.0373,0.373
49,4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,53,178,76264,21/12/2023,0.697,0.777,0.555,103.996,-3.472,0.0107,0,0.0834,0.097
50,56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,49,20,74624,21/12/2023,0.864,0.556,0.726,99.974,-7.683,0.255,0,0.194,0.112
51,3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,46,61,74384,21/12/2023,0.761,0.787,0.542,140.093,-6.503,0.134,0.0015,0.249,0.161
